regime,time,max_abs_u_x,max_abs_u_xx,spectral_max_abs_u_x,spectral_max_abs_u_xx
shock,0.16600000000000012,7.463032481806534,37.704088212568024,7.525997318495291,38.08439887043007
shock,0.16800000000000012,7.549924974008418,38.67961345764091,7.6157271646267635,39.06779761938773
shock,0.17000000000000012,7.6382148232790374,39.65646090616235,7.706985386690245,40.051670074890595
shock,0.17200000000000013,7.7279136138171065,40.63299144357435,7.799788916284795,41.03427596604874
shock,0.17400000000000013,7.819031900637087,41.607497748336975,7.894153774094662,42.01380476472124
shock,0.17600000000000013,7.91157911647531,42.578208400664245,7.99009496755608,42.98838044068048
shock,0.17800000000000013,8.005563474395302,43.54329258214888,8.087626382538549,43.95606687348889
shock,0.18000000000000013,8.100991866079895,44.50086536429579,8.186760668877374,44.91487391608585
shock,0.18200000000000013,8.197869755818102,45.44899357826977,8.287509119607105,45.86276409814592
shock,0.18400000000000014,8.296201070217657,46.385702252136824,8.389881543762467,46.84040905812175
shock,0.18600000000000014,8.39598808369901,47.54890171632915,8.493886132631992,48.29435162704163
shock,0.18800000000000014,8.497231299854057,48.99299380385153,8.599529319371765,49.7617660505003
shock,0.19000000000000014,8.599929328782682,50.449406324065556,8.706815631912448,51.24048154890019
shock,0.19200000000000014,8.704078760552482,51.91602546447032,8.815747539121798,52.72818485269359
shock,0.19400000000000014,8.80967403496177,53.39060713840275,8.926325290218081,54.22242302963974
shock,0.19600000000000015,8.916707307823296,54.870780018050674,9.038546747467162,55.72060737196539
shock,0.19800000000000015,9.025168314025784,56.35404950590029,9.152407212237303,57.22001838320118
shock,0.20000000000000015,9.13504422767253,57.83780267339816,9.267899244533135,58.71781189615267
shock,0.20200000000000015,9.246319519640839,59.31931418823527,9.385012476180194,60.21102634387919
shock,0.20400000000000015,9.358975812952671,60.795753243475716,9.503733417889523,61.6965911949987
shock,0.20600000000000016,9.472991736395745,62.26419149284487,9.624045260492018,63.1713365531751
shock,0.20800000000000016,9.588342776884858,63.72161198687593,9.745927670701265,64.63200390820978
shock,0.21000000000000016,9.705001131105547,65.16491909445632,9.86935658183511,66.07525801314975
shock,0.21200000000000016,9.822935557035747,66.59094938361278,9.99430398000622,67.49769984807534
shock,0.21400000000000016,9.942111225995824,67.99648342434098,10.12073768637536,69.05177825577042
shock,0.21600000000000016,10.06248957593257,69.59716581860265,10.248621136151673,71.44217127805689
shock,0.21800000000000017,10.184028166698296,71.94869663749398,10.377913155119721,73.86242380342486
shock,0.22000000000000017,10.306680538141352,74.32813041568278,10.50856773457369,76.3090565917834
shock,0.22200000000000017,10.430396071878814,76.73219550333755,10.64053380564416,78.77832626913816
shock,0.22400000000000017,10.555119857675157,79.15738752105267,10.773755014113604,81.26622849187157
shock,0.22600000000000017,10.680792565401616,81.59997289096646,10.908169496929055,83.76850304053505
shock,0.22800000000000017,10.807350323599334,84.05599397568352,11.043709661737022,86.2806409340746
